Net Value Per Share (B),Total debt/Total net worth,Debt ratio %,Net worth/Assets,Total Asset Turnover,Quick Assets/Total Assets,Current Assets/Total Assets,Quick Assets/Current Liability,Current Liability to Assets,Working Capital/Equity,Long-term Liability to Current Assets,Total expense/Assets,Working capitcal Turnover Rate,Cash Flow to Sales,Current Liability to Liability,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Net Income Flag,Equity to Liability,Bankrupt?,Operating Expense Rate,Total income/Total expense
0.15642,0.0258337,0.219337,0.780663,0.0164918,0.561002,0.537454,0.00440542,0.227789,0.723335,0,0.0133707,0.593596,0.671537,0.997274,0.311853,0.0661788,0,0.781548,1,0.0153718,0,0.000219825,0.00204611
0.200961,0.0102965,0.156907,0.843093,0.22039,0.431951,0.616806,0.00640903,0.122181,0.737302,0.00698844,0.0360529,0.593947,0.671572,0.739151,0.314569,0.0308765,0,0.796983,1,0.0230282,0,6.76e+09,0.00223485
0.205554,0.00539491,0.109714,0.890286,0.0929535,0.194457,0.223944,0.00646373,0.0554049,0.732793,0.0272193,0.0150761,0.593931,0.671548,0.47011,0.310839,0.0380625,0,0.806716,1,0.034369,0,0.000112052,0.00235195
0.183852,0.00300568,0.0730115,0.926989,0.133433,0.571399,0.721346,0.0135401,0.0770327,0.739081,0,0.0583006,0.59402,0.671564,0.978125,0.312982,0.0165718,0,0.834897,1,0.0527385,0,0.000362058,0.00234405
0.188024,0.00584448,0.115307,0.884693,0.187406,0.253089,0.466682,0.00477745,0.0962483,0.734856,0,0.0440425,0.593942,0.67157,0.786311,0.313749,0.0320764,0,0.838374,1,0.0325547,0,0.00017993,0.00239448
0.186928,0.00356925,0.0829277,0.917072,0.13943,0.288525,0.485018,0.00608322,0.0864427,0.735204,0.000231847,0.0367594,0.593963,0.671586,0.972511,0.3173,0.0277095,0,0.824989,1,0.0462644,0,0.000221791,0.00236489
0.175972,0.0110078,0.161835,0.838165,0.16042,0.532387,0.679412,0.00705471,0.136745,0.737876,0.00387228,0.0257006,0.593959,0.67158,0.803701,0.317658,0.0313975,0,0.807549,1,0.0222113,0,8.9e+09,0.00230705
0.174455,0.0103831,0.157511,0.842489,0.110945,0.360637,0.482463,0.00569577,0.114775,0.734666,0.00929584,0.019907,0.593947,0.671597,0.690781,0.320505,0.0370344,0,0.803028,1,0.022922,0,0.000111936,0.00229071
0.184147,0.00421762,0.0932672,0.906733,0.115442,0.318391,0.51613,0.00732621,0.0793373,0.736269,0.00094307,0.0267058,0.59398,0.671558,0.795502,0.311792,0.0238899,0,0.831077,1,0.0408986,0,0.000182012,0.00245461
0.181113,0.00115722,0.0331046,0.966895,0.110945,0.363806,0.434864,0.019473,0.0342123,0.73612,7.56e+08,0.0226252,0.593997,0.671647,0.902,0.325431,0.0121453,0,0.826516,1,0.113503,0,0.00011529,0.00246069
0.178964,0.00500187,0.104514,0.895486,0.253373,0.455594,0.569406,0.0077682,0.106635,0.735899,0,0.0298342,0.593943,0.67157,0.960597,0.31356,0.0291637,0,0.814102,1,0.0362169,0,9.47e+09,0.00233388
0.169441,0.00606061,0.117876,0.882124,0.0689655,0.208652,0.336885,0.0030522,0.122772,0.73083,0.000281057,0.0192579,0.59389,0.671603,0.984919,0.318352,0.0565262,0,0.802002,1,0.0317772,0,0.000187215,0.00228366
0.137879,0.0435897,0.24573,0.75427,0.047976,0.0347987,0.0351295,0.000282376,0.17264,0.698039,0.201591,0.0221345,0.593612,0.671596,0.67122,0.322179,0.650661,0,0.77013,1,0.0132844,0,0.000294411,0.00203078
0.191353,0.00419209,0.0928742,0.907126,0.0629685,0.198705,0.19985,0.00609498,0.0599426,0.732079,0.0175571,0.0223983,0.593919,0.671623,0.600663,0.319493,0.0460087,0,0.822328,1,0.0410798,0,0.000238442,0.00243111
0.188825,0.000504291,0.0153883,0.984612,0.0509745,0.415983,0.508408,0.0443331,0.0169837,0.73741,0,0.0109995,0.594165,0.671688,0.859788,0.32176,0.00506847,0,0.812539,1,0.219073,0,7.01e+09,0.00248753
0.17357,0.00930703,0.149379,0.850621,0.053973,0.0635946,0.138845,0.00275898,0.0440642,0.73193,0.0690171,0.015382,0.593915,0.671577,0.271353,0.315142,0.0481145,0,0.799518,1,0.0243689,0,8.8e+09,0.00226963
0.186676,0.004576,0.0985579,0.901442,0.187406,0.234573,0.238753,0.00528988,0.0809305,0.731583,0,0.027866,0.593911,0.671572,0.769041,0.314612,0.0522197,0,0.8269,1,0.0385644,0,0.000123615,0.00241966
0.161097,0.00865045,0.143937,0.856063,0.0434783,0.217495,0.237857,0.00449584,0.088075,0.730954,0.0225915,0.0382561,0.593887,0.671587,0.57673,0.315977,0.0570383,0,0.777524,1,0.0254258,0,0.000417679,0.0021477
0.194176,0.00601866,0.117393,0.882607,0.11994,0.278459,0.383032,0.0053653,0.0943865,0.733434,0.00181163,0.017706,0.593935,0.671571,0.75738,0.314295,0.0382631,0,0.809988,1,0.0319219,0,0.000104767,0.00236539
0.185032,0.00150102,0.0415697,0.95843,0.347826,0.448265,0.482833,0.0216173,0.0379141,0.736733,0,0.0317608,0.593946,0.671576,0.81308,0.316237,0.0121246,0,0.863497,1,0.091819,0,6.45e+09,0.00259319
0.19523,0.00354098,0.082444,0.917556,0.0764618,0.124765,0.124756,0.00332676,0.0689784,0.730427,0,0.026299,0.593876,0.671587,0.778217,0.316199,0.0832674,0,0.828141,1,0.0465472,0,0.000311525,0.00243902
0.182588,0.00682206,0.126402,0.873598,0.10045,0.237246,0.315835,0.00451915,0.0953743,0.732123,0.00861523,0.0289472,0.593918,0.671587,0.711562,0.317183,0.0467748,0,0.806459,1,0.0294187,0,0.000235552,0.00229198
0.200371,0.00414375,0.0921486,0.907851,0.173913,0.353034,0.457804,0.00724985,0.0887351,0.734781,0.000696567,0.0253973,0.593945,0.671571,0.901677,0.314117,0.0301316,0,0.838515,1,0.0414264,0,0.00013356,0.0025162
0.187476,0.00246856,0.0627324,0.937268,0.131934,0.287887,0.393946,0.00949948,0.0555949,0.735057,8.09e+09,0.0264484,0.593963,0.671569,0.81335,0.314008,0.0218721,0,0.813266,1,0.061499,0,0.000135642,0.00234179
0.197168,0.00256431,0.0646371,0.935363,0.071964,0.0732531,0.0752453,0.00300704,0.0461697,0.7309,0.0138604,0.0337347,0.593885,0.671518,0.654859,0.309319,0.0895931,0,0.825341,1,0.0596839,0,0.00041155,0.00237876
0.176099,0.00176091,0.0476162,0.952384,0.181409,0.294709,0.469127,0.0133481,0.0405512,0.736548,0,0.0183845,0.593972,0.671589,0.767021,0.31847,0.0133606,0,0.813389,1,0.0806348,0,6.98e+09,0.00239198
0.189625,0.00858388,0.143362,0.856638,0.0629685,0.140292,0.186465,0.00445383,0.0581987,0.731964,0.00240088,0.0259095,0.593916,0.671555,0.378131,0.312327,0.0477828,0,0.802901,1,0.0255417,0,0.000184325,0.00227579
0.182167,0.0146737,0.182695,0.817305,0.071964,0.250554,0.26224,0.00548653,0.0832881,0.731808,0.0397016,0.0123482,0.593913,0.671585,0.428413,0.316791,0.049027,0,0.810394,1,0.0192452,0,0.000107658,0.00242976
0.17652,0.00435532,0.095323,0.904677,0.109445,0.300463,0.307914,0.00620485,0.0882231,0.732347,0.0037535,0.0176415,0.593921,0.671569,0.867166,0.313984,0.044358,0,0.819508,1,0.0399582,0,0.000122922,0.00245804
0.185327,0.00691872,0.12743,0.87257,0.116942,0.374449,0.560921,0.00512137,0.132095,0.734618,0,0.0112591,0.593948,0.671573,0.982611,0.314659,0.0367126,0,0.821864,1,0.0291552,0,5.96e+09,0.002623
0.186928,0.00331938,0.0786347,0.921365,0.313343,0.478858,0.526841,0.0121131,0.0722068,0.736503,0,0.0470478,0.593946,0.671592,0.853168,0.32269,0.0212864,0,0.847518,1,0.0488763,0,0.000152062,0.00241716
0.17711,0.00606881,0.117997,0.882003,0.206897,0.299234,0.540377,0.00510785,0.106251,0.735674,0.0033302,0.0253699,0.593944,0.671573,0.850001,0.31478,0.030615,0,0.812213,1,0.0317483,0,9.66e+09,0.00233946
0.189794,0.005073,0.105481,0.894519,0.131934,0.219734,0.326869,0.00469732,0.0852504,0.732875,0.00287418,0.027429,0.593927,0.671572,0.75869,0.314405,0.040411,0,0.83629,1,0.0358614,0,0.000187678,0.00248115
0.191311,0.00864042,0.143846,0.856154,0.0944528,0.207285,0.34732,0.00376526,0.0997693,0.732524,0.0145077,0.0153966,0.593924,0.671585,0.655452,0.316944,0.0445588,0,0.827445,1,0.0254431,0,0.000114364,0.00257931
0.17888,0.00376896,0.0862231,0.913777,0.197901,0.208942,0.200172,0.00572828,0.0668909,0.731716,0.000136943,0.0617467,0.593913,0.671558,0.7222,0.310234,0.0512542,0,0.818866,1,0.0444229,0,0.000231851,0.00229334
0.203531,0.0401545,0.242102,0.757898,0.0194903,0.943056,0.933454,0.00687085,0.247468,0.739986,8.92e+09,0.0051434,0.5941,0.671602,0.982947,0.318235,0.0415044,0,0.809642,1,0.0135447,0,0.000191378,0.00268439
0.195483,0.00335312,0.0792394,0.920761,0.143928,0.365196,0.484029,0.00975322,0.0684674,0.736041,0.000324363,0.0300479,0.593971,0.671559,0.802548,0.31186,0.0219611,0,0.826965,1,0.0484964,0,0.000164319,0.00240625
0.187518,0.00245032,0.0623696,0.93763,0.211394,0.165849,0.166421,0.00564941,0.0542007,0.731845,0.00804497,0.129393,0.593914,0.671563,0.797211,0.311775,0.0496841,0,0.864461,1,0.061865,0,0.000536091,0.00232038
0.199191,0.0082483,0.1404,0.8596,0.077961,0.312646,0.343472,0.00510571,0.110965,0.731644,0,0.0143004,0.593909,0.671612,0.748295,0.320166,0.0501167,0,0.826906,1,0.0261546,0,0.000161429,0.00259963
0.168008,0.0177797,0.195937,0.804063,0.0254873,0.145686,0.51735,0.00172674,0.148042,0.733263,0.00920516,0.0164747,0.593954,0.671586,0.720195,0.315911,0.0446109,0,0.784014,1,0.0176828,0,0.000234626,0.00210629
0.164637,0.00237646,0.060858,0.939142,0.218891,0.168602,0.193347,0.00565918,0.0549767,0.732194,0.00513446,0.0425632,0.593917,0.671575,0.827616,0.315509,0.0435817,0,0.79043,1,0.0633794,0,0.000171605,0.00220781
0.175509,0.0109029,0.161139,0.838861,0.107946,0.39582,0.596726,0.00483239,0.147611,0.73492,0.0025009,0.0705095,0.593946,0.671577,0.872399,0.31574,0.038593,0,0.7986,1,0.0223243,0,0.000507991,0.00223636
0.18065,0.00221778,0.0575929,0.942407,0.173913,0.529524,0.751416,0.015722,0.0615491,0.739756,0,0.114029,0.594015,0.671564,0.977504,0.312825,0.0126653,0,0.841894,1,0.0669587,0,0.000563265,0.00229876
0.184232,0.00927876,0.149137,0.850863,0.173913,0.160758,0.326094,0.00232229,0.123598,0.730296,0.00940161,0.0922569,0.593901,0.671566,0.78643,0.312259,0.0587606,0,0.822917,1,0.0244118,0,0.000501053,0.00227987
0.165901,0.0154497,0.186323,0.813677,0.0824588,0.36044,0.460955,0.00352474,0.1825,0.728028,0.00198195,0.012952,0.593859,0.671572,0.936868,0.314464,0.0616996,0,0.799422,1,0.0187967,0,4.97e+08,0.0022758
0.186423,0.00538396,0.109563,0.890437,0.0869565,0.315219,0.366074,0.00708615,0.081177,0.733839,0.00967924,0.0076705,0.593957,0.671581,0.695381,0.315668,0.0344017,0,0.851897,1,0.0344172,0,7.05e+09,0.00347504
0.242046,0.00455959,0.0983463,0.901654,0.124438,0.364034,0.348754,0.00954218,0.0697467,0.734069,0.010201,0.0395769,0.593948,0.67158,0.6627,0.316012,0.0309964,0,0.81863,1,0.0386638,0,0.000315225,0.00232784
0.174203,0.0034206,0.0803882,0.919612,0.0449775,0.6724,0.646367,0.0181781,0.06754,0.738638,0.00273903,0.0195902,0.594213,0.671579,0.780522,0.314996,0.0162044,0,0.800066,1,0.0477756,1,0.00034795,0.00226587
0.170031,0.00382458,0.08713,0.91287,0.029985,0.107724,0.171056,0.00364672,0.0549407,0.731873,0,0.01118,0.593912,0.67162,0.585183,0.31664,0.0490422,0,0.787484,1,0.0439413,0,0.000215084,0.00210076
0.208672,0.00652204,0.123167,0.876833,0.0794603,0.272059,0.326682,0.00728733,0.0683422,0.734036,0.00938586,0.0116454,0.593961,0.671577,0.519616,0.3152,0.0323992,0,0.856704,1,0.0302835,0,0.000109623,0.00312074
0.175972,0.00271113,0.0675091,0.932491,0.104948,0.46476,0.633152,0.0223713,0.037973,0.739483,0.00173184,0.0251393,0.594063,0.671582,0.514852,0.31595,0.00922099,0,0.809447,1,0.0571301,0,0.000167904,0.00232167
0.176942,0.00426139,0.0939323,0.906068,0.011994,0.0395806,0.136,0.00160099,0.0483142,0.731648,0.037493,0.0138343,0.593881,0.671456,0.476553,0.311993,0.0537891,0,0.785165,1,0.0405921,0,0.000533084,0.00209691
0.182377,0.013863,0.178644,0.821356,0.208396,0.422287,0.562565,0.00451294,0.16811,0.732495,0.00334538,0.0263291,0.593917,0.671557,0.898643,0.305687,0.046633,0,0.803873,1,0.0197674,0,9.49e+09,0.00228137
0.175214,0.015933,0.188439,0.811561,0.11994,0.40403,0.444919,0.00471478,0.154269,0.730302,0.00979052,0.0264612,0.593901,0.671579,0.780831,0.316698,0.0539938,0,0.811811,1,0.018539,0,0.000134717,0.00233234
0.146601,0.019681,0.202618,0.797382,0.173913,0.113911,0.314337,0.0012941,0.152111,0.725669,0.0142779,0.162724,0.593888,0.671567,0.715871,0.311332,0.0749909,0,0.796118,1,0.0169676,0,0.000698098,0.00223011
0.170789,0.00535296,0.10917,0.89083,0.0524738,0.0911093,0.899618,0.00147603,0.10968,0.741746,0.000639758,0.0156517,0.59419,0.671577,0.94727,0.315062,0.018964,0,0.795966,1,0.0345554,0,0.000230579,0.00223019
0.181998,0.00159859,0.0438976,0.956102,0.112444,0.389303,0.372963,0.0146968,0.0485102,0.734851,0,0.0223978,0.59398,0.671599,0.991433,0.317909,0.02014,0,0.8401,1,0.0872196,0,0.00019797,0.00256661
0.178416,0.00412278,0.0918161,0.908184,0.118441,0.432615,0.542428,0.00804293,0.097911,0.735676,0,0.0422851,0.593978,0.671553,0.999555,0.311265,0.0280925,0,0.796142,1,0.0415824,0,0.000308981,0.00223073
0.185411,0.0107351,0.15999,0.84001,0.154423,0.328062,0.407085,0.00507846,0.116941,0.732691,0.0108297,0.0249079,0.593921,0.671579,0.693256,0.316841,0.0446601,0,0.808292,1,0.0225117,0,8.94e+09,0.0023146
0.180186,0.00180833,0.0486743,0.951326,0.124438,0.289958,0.522872,0.0133825,0.0398031,0.737331,0.00193355,0.0302942,0.594009,0.671567,0.737347,0.313753,0.0117509,0,0.838865,1,0.0789336,0,0.000210227,0.00247191
0.167713,0.000746861,0.0222511,0.977749,0.0434783,0.633251,0.654258,0.0438108,0.0262593,0.738968,0,0.028323,0.594301,0.671752,0.980377,0.32383,0.00610798,0,0.796055,1,0.16163,0,0.000572169,0.00223061
0.154608,0.0148898,0.183723,0.816277,0.0584708,0.049846,0.0981682,0.000642716,0.129575,0.722467,0.0610065,0.0229703,0.593767,0.671532,0.670444,0.307213,0.195723,0,0.813854,1,0.0191156,0,0.000231157,0.0023631
0.191016,0.0043006,0.0945068,0.905493,0.0524738,0.179735,0.172191,0.0227908,0.014481,0.734085,0,0.0102822,0.593983,0.671494,0.133811,0.307525,0.0129316,0,0.782097,1,0.0403266,0,0.000135989,0.00200005
0.17475,0.00490338,0.103183,0.896817,0.083958,0.18247,0.271813,0.00424268,0.0785753,0.732284,0.0114251,0.0129509,0.593921,0.671571,0.71365,0.314359,0.0446533,0,0.797716,1,0.0367241,0,8.4e+09,0.00225331
0.168135,0.00317165,0.0760347,0.923965,0.0689655,0.227625,0.237768,0.00776213,0.0539313,0.732944,0.0107486,0.0467447,0.593941,0.671575,0.655577,0.314837,0.0349415,0,0.754418,1,0.0506001,0,0.000174727,0.0020782
0.147697,0.0378829,0.239411,0.760589,0.017991,0.616411,0.590538,0.00444172,0.248068,0.719639,0,0.0200416,0.593572,0.671567,0.996416,0.314061,0.0656548,0,0.771852,1,0.0137427,0,0.000228729,0.00202466
0.20981,0.00804038,0.138495,0.861505,0.196402,0.430597,0.617404,0.0082096,0.0955106,0.738539,0.00830958,0.0305957,0.59396,0.671576,0.650941,0.316252,0.0240735,0,0.813549,1,0.0265581,0,7.49e+09,0.00232821
0.199191,0.00443374,0.0965021,0.903498,0.0764618,0.21367,0.232053,0.00670452,0.0585796,0.732698,0.019066,0.0144031,0.593931,0.671582,0.565092,0.315785,0.038867,0,0.797106,1,0.0394472,0,0.000105692,0.00224372
0.180397,0.00347167,0.0812649,0.918735,0.110945,0.557887,0.725461,0.0122083,0.0833715,0.739096,0,0.0527338,0.594038,0.671566,0.95588,0.313516,0.0178493,0,0.821325,1,0.047237,0,0.000406578,0.00231214
0.19721,0.00527453,0.108142,0.891858,0.203898,0.231829,0.455371,0.00486258,0.0868485,0.735089,0,0.0274334,0.593943,0.671568,0.754412,0.313312,0.0296447,0,0.854757,1,0.0349063,0,0.000111127,0.00259607
0.187771,0.00301024,0.0731022,0.926898,0.137931,0.356775,0.531086,0.0083232,0.0782625,0.736156,0,0.0374027,0.593975,0.671573,0.992802,0.314719,0.0229007,0,0.827667,1,0.0526761,0,0.00019716,0.00237479
0.173402,0.0119853,0.168093,0.831907,0.0914543,0.588146,0.689287,0.00697719,0.152565,0.737077,0.00242647,0.0209498,0.593979,0.671565,0.865043,0.312889,0.0345507,0,0.799006,1,0.0212451,0,0.000150674,0.0022549
0.174919,0.00991528,0.154095,0.845905,0.110945,0.28352,0.395735,0.00419138,0.122085,0.731997,0.00849959,0.0232997,0.593915,0.67155,0.751898,0.3091,0.0479525,0,0.813581,1,0.0235128,0,0.000137261,0.00235921
0.181619,0.0075598,0.13393,0.86607,0.128936,0.433269,0.511311,0.00637071,0.12327,0.734294,0.000793376,0.0237134,0.593944,0.671571,0.872309,0.314248,0.0375556,0,0.81928,1,0.0275788,0,0.000149981,0.002398
0.189288,0.00188858,0.0504883,0.949512,0.146927,0.526599,0.569055,0.0180294,0.0533873,0.737398,1.7e+08,0.020246,0.594001,0.671565,0.958296,0.313204,0.0145239,0,0.847811,1,0.0761839,0,0.0001272,0.00266742
0.191185,0.00333853,0.0789673,0.921033,0.289355,0.391626,0.470654,0.0109376,0.0654817,0.735979,0.000988915,0.0430349,0.593943,0.671575,0.769471,0.315808,0.0215933,0,0.85288,1,0.0486577,0,0.000135526,0.0024559
0.171042,0.00504929,0.105179,0.894821,0.0734633,0.189505,0.320954,0.00348153,0.0986201,0.732004,0.00359084,0.0180685,0.593917,0.671577,0.882176,0.315211,0.0476094,0,0.806279,1,0.0359783,0,0.000139342,0.00232762
0.143188,0.016793,0.192067,0.807933,0.0794603,0.0660733,0.0665007,0.000864465,0.130493,0.720613,0.0957573,0.0300017,0.593809,0.671555,0.645927,0.309471,0.282108,0,0.829419,1,0.018117,0,0.000204098,0.00242049
0.121613,0.194535,0.312755,0.687245,0.0554723,0.0350447,0.044384,7.54e+09,0.323917,0.96107,0,0.0245519,0.593406,0.671582,0.999817,0.302513,1,1,0.74729,1,0.00954595,0,0.000337427,0.00189151
0.204753,0.00329111,0.078151,0.921849,0.0494753,0.117956,0.117571,0.0135149,0.0163353,0.732988,0.0538715,0.0162245,0.593959,0.67154,0.185908,0.312328,0.0210924,0,0.824098,1,0.0491925,0,0.000253244,0.00252626
0.189415,0.000645638,0.0194093,0.980591,0.047976,0.403727,0.492023,0.0357423,0.0205349,0.73715,0,0.00634339,0.594176,0.67143,0.859711,0.306508,0.00637328,0,0.812578,1,0.181288,0,8.45e+09,0.00267748
0.170621,0.00964627,0.152039,0.847961,0.0554723,0.0491796,0.108769,0.00170315,0.0550786,0.730399,0.0825617,0.0147149,0.593881,0.671566,0.336405,0.313749,0.0757702,0,0.792266,1,0.0238788,0,9.33e+09,0.00218727
0.191311,0.00404618,0.090637,0.909363,0.169415,0.252473,0.249445,0.00650763,0.0709966,0.732299,0,0.0263989,0.593919,0.67159,0.730861,0.319204,0.0438881,0,0.833322,1,0.0421576,0,0.000127316,0.00247175
0.199022,0.00692328,0.12749,0.87251,0.035982,0.151159,0.173974,0.00428614,0.064891,0.731278,0.0350313,0.0276896,0.59389,0.671532,0.476005,0.311617,0.056964,0,0.796693,1,0.0291438,0,0.000335115,0.00223456
0.187013,0.00688498,0.127097,0.872903,0.0944528,0.25822,0.318336,0.00448037,0.104462,0.731586,0.0033529,0.0244762,0.593909,0.671571,0.776532,0.314293,0.0508424,0,0.783822,1,0.0292466,0,0.00011448,0.00214536
0.187308,0.00160133,0.0439278,0.956072,0.346327,0.476108,0.493523,0.0214308,0.040612,0.736803,0,0.0331101,0.593949,0.671577,0.827992,0.316347,0.0127139,0,0.85952,1,0.0871173,0,7.67e+09,0.00255788
0.202014,0.00196609,0.0521813,0.947819,0.0704648,0.105557,0.104709,0.00488744,0.0405432,0.73161,0,0.0359135,0.593906,0.671542,0.703624,0.311669,0.0579078,0,0.858828,1,0.0737686,0,0.000301811,0.00252899
0.181619,0.00603234,0.117544,0.882456,0.0944528,0.252482,0.311472,0.00670904,0.0689045,0.73365,0.0154549,0.0309761,0.593943,0.67157,0.548791,0.314151,0.0342407,0,0.806798,1,0.031875,0,0.000241333,0.00228978
0.198222,0.00443283,0.0964719,0.903528,0.131934,0.390366,0.449742,0.00732486,0.0969905,0.734255,0.000260129,0.0216236,0.593947,0.671581,0.943528,0.316356,0.0335348,0,0.821581,1,0.0394567,0,0.000145933,0.00243241
0.195988,0.00188767,0.0504883,0.949512,0.133433,0.255171,0.357045,0.0132418,0.0354636,0.735294,0.00224266,0.0195719,0.593971,0.671571,0.634192,0.314348,0.0153511,0,0.848572,1,0.0762138,0,0.00011633,0.00268913
0.186296,0.00425866,0.0938719,0.906128,0.0644678,0.0776967,0.0805639,0.00227443,0.0635257,0.729905,0.0283878,0.0296347,0.593859,0.67157,0.630573,0.314384,0.115553,0,0.816977,1,0.0406146,0,0.000378594,0.00235115
0.180692,0.00207826,0.0546301,0.94537,0.16042,0.342778,0.502817,0.0129248,0.0486182,0.736785,0,0.011996,0.593982,0.67157,0.809881,0.314027,0.0149668,0,0.838566,1,0.0705497,0,6.06e+09,0.00283657
0.182757,0.0105947,0.159023,0.840977,0.041979,0.172893,0.220944,0.00555731,0.0573403,0.732879,0.0131168,0.0191363,0.593942,0.67161,0.335105,0.318314,0.0399136,0,0.798073,1,0.0226722,0,0.000201092,0.00224894
0.177658,0.0109777,0.161653,0.838347,0.0734633,0.205796,0.221168,0.00375725,0.0992771,0.729508,0.0290471,0.0127475,0.593875,0.671569,0.580484,0.313925,0.0690161,0,0.805555,1,0.0222435,0,8.95e+09,0.00235868
0.176773,0.00524809,0.107809,0.892191,0.103448,0.379734,0.387043,0.00610272,0.112884,0.732355,0,0.0139335,0.593923,0.671571,0.987323,0.314393,0.0453141,0,0.812005,1,0.0350277,0,0.000132751,0.00242676
0.181703,0.0071394,0.129728,0.870272,0.130435,0.343225,0.523528,0.00474044,0.130706,0.733993,0,0.00920359,0.593938,0.67157,0.955262,0.313903,0.0389065,0,0.814519,1,0.0285818,0,4.41e+09,0.00257449
0.19346,0.00300659,0.0730417,0.926958,0.326837,0.311933,0.383962,0.00804589,0.0708976,0.7343,0,0.0546637,0.59393,0.671561,0.899197,0.309728,0.0286448,0,0.862544,1,0.0527257,0,0.000153218,0.00243803
0.175804,0.00558458,0.112102,0.887898,0.221889,0.284232,0.534634,0.00496091,0.103939,0.735588,0.00249617,0.0309389,0.59394,0.671574,0.873968,0.315072,0.0302658,0,0.803628,1,0.0335712,0,9.07e+09,0.00227235
0.187139,0.00403341,0.0904254,0.909575,0.107946,0.191201,0.28675,0.0049117,0.0713133,0.732891,0.00307381,0.0249245,0.593931,0.671571,0.735736,0.314401,0.0384478,0,0.823434,1,0.0422547,0,0.000180855,0.0024183
0.191479,0.00524262,0.107718,0.892282,0.089955,0.275438,0.364883,0.007132,0.0706573,0.73441,0.0114877,0.0172223,0.59396,0.67161,0.61387,0.320493,0.0300273,0,0.820253,1,0.0350554,0,0.000127663,0.00247097
0.179217,0.0046289,0.099344,0.900656,0.161919,0.255905,0.245164,0.00608256,0.0768682,0.731917,0.000176294,0.0493499,0.593915,0.671573,0.724373,0.314672,0.0483304,0,0.818806,1,0.0382493,0,0.000247,0.00230906
0.197885,0.0299857,0.227651,0.772349,0.0209895,0.934483,0.920555,0.00726688,0.232137,0.74011,0,0.00865193,0.594133,0.671523,0.979572,0.309374,0.0394648,0,0.809728,1,0.0146631,0,0.000275215,0.00250193
0.19405,0.00292908,0.0716208,0.928379,0.133433,0.361509,0.491496,0.011029,0.0600048,0.736426,0,0.0250728,0.593981,0.671578,0.774069,0.315755,0.0189357,0,0.836998,1,0.0538014,0,0.000167095,0.00250957
0.181535,0.00209012,0.054872,0.945128,0.196402,0.165366,0.165128,0.00586554,0.0520939,0.731925,0.00474576,0.123883,0.593915,0.671576,0.864531,0.315555,0.0481191,0,0.835384,1,0.0702235,0,0.000525684,0.00228431
0.192112,0.00780146,0.136258,0.863742,0.0524738,0.307137,0.333817,0.00593944,0.094087,0.732601,0.00318375,0.0156728,0.593933,0.671525,0.651509,0.309622,0.0436923,0,0.813908,1,0.027051,0,0.000211384,0.00242566
0.169652,0.015519,0.186625,0.813375,0.0464768,0.146228,0.483356,0.00178984,0.143756,0.73254,0.00856436,0.0180695,0.593927,0.671567,0.733776,0.313756,0.0463383,0,0.800029,1,0.0187585,0,0.000154722,0.00226855
0.167376,0.00167519,0.0456511,0.954349,0.274363,0.168079,0.185724,0.00971423,0.0321164,0.733075,0.008075,0.0475451,0.593924,0.671584,0.63043,0.318939,0.0265106,0,0.801501,1,0.083979,0,0.000146974,0.0022499
0.173191,0.00908544,0.147595,0.852405,0.0944528,0.358789,0.553627,0.00437961,0.14741,0.733692,0,0.0519415,0.593938,0.671579,0.950379,0.316036,0.0415261,0,0.803606,1,0.0247089,0,0.000426352,0.00225513
0.18204,0.00195059,0.0518487,0.948151,0.142429,0.458555,0.735874,0.0153594,0.0546069,0.73967,0,0.0871871,0.594039,0.671568,0.956182,0.313825,0.0114547,0,0.844453,1,0.0742288,0,0.00059495,0.00232496
0.183515,0.00987698,0.153793,0.846207,0.17991,0.111252,0.176224,0.00255016,0.0797119,0.73008,0.0429494,0.105709,0.593901,0.671572,0.487187,0.31447,0.0690856,0,0.811992,1,0.0235641,0,0.000525337,0.00225586
0.162193,0.0159613,0.18859,0.81141,0.0689655,0.360485,0.380316,0.0037711,0.171066,0.726603,0.00582677,0.0228305,0.593846,0.671566,0.866802,0.313089,0.0699263,0,0.782949,1,0.0185242,0,8.08e+08,0.00213274
0.175425,0.00543229,0.110197,0.889803,0.05997,0.236742,0.241297,0.0067935,0.0639103,0.732609,0.0217131,0.0149451,0.593933,0.671448,0.541835,0.301189,0.0408129,0,0.810918,1,0.034208,0,0.000146049,0.00240103
0.234124,0.00476933,0.101309,0.898691,0.116942,0.301984,0.289308,0.00508537,0.107669,0.730949,0,0.0436958,0.5939,0.671584,0.999994,0.316843,0.0575681,0,0.818764,1,0.0374509,0,0.000326557,0.00231913
0.181998,0.0105582,0.158751,0.841249,0.449775,0.20746,0.373519,0.00226374,0.161889,0.728303,8.11e+09,0.262269,0.593901,0.671584,0.972335,0.323672,0.0673564,0,0.891718,1,0.0227148,0,0.000709314,0.00229231
0.151616,0.0161309,0.189316,0.810684,0.0089955,0.0630679,0.391663,0.000567183,0.176166,0.726403,0.00104986,0.040616,0.593441,0.671437,0.889638,0.310119,0.0699562,0,0.740966,1,0.0184379,1,0.000440344,0.00199874
